question_id,model_name,avg_score,question
2737,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2738,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2739,medgemma,0.745,LYMPHOVASCULAR INVASION
2740,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
2741,medgemma,0.712,TUMOR FOCALITY
2742,medgemma,0.788,PROCEDURE
2743,medgemma,0.771,NODAL SITE(S) WITH TUMOR
2744,medgemma,0.78,VISCERAL PLEURA INVASION
2745,medgemma,0.707,NUMBER OF LYMPH NODES WITH TUMOR
2746,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2747,medgemma,0.698,NUMBER OF LYMPH NODES EXAMINED
2748,medgemma,0.705,MARGIN STATUS FOR NON-INVASIVE TUMOR
2749,medgemma,0.738,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2750,medgemma,0.697,SPECIMEN LATERALITY
2751,medgemma,0.69,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2752,medgemma,0.892,HISTOLOGIC GRADE
2753,medgemma,0.692,NODAL SITE(S) EXAMINED
2754,medgemma,0.824,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2755,medgemma,0.89,TUMOR SITE
2756,medgemma,0.77,LYMPH NODE(S) FROM PRIOR PROCEDURES
2757,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2758,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2759,medgemma,0.811,TUMOR FOCALITY
2760,medgemma,0.8,LYMPHOVASCULAR INVASION
2761,medgemma,0.849,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2762,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2763,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2764,medgemma,0.89,TUMOR SITE
2765,medgemma,0.666,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2766,medgemma,0.678,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2767,medgemma,0.778,VISCERAL PLEURA INVASION
2768,medgemma,0.78,PROCEDURE
2769,medgemma,0.727,NODAL SITE(S) EXAMINED
2770,medgemma,0.697,SPECIMEN LATERALITY
2771,medgemma,0.797,HISTOLOGIC GRADE
2772,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2773,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2774,medgemma,0.89,TUMOR SITE
2775,medgemma,0.711,NUMBER OF LYMPH NODES EXAMINED
2776,medgemma,0.708,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2777,medgemma,0.728,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2778,medgemma,0.742,PROCEDURE
2779,medgemma,0.78,VISCERAL PLEURA INVASION
2780,medgemma,0.811,TUMOR FOCALITY
2781,medgemma,0.75,SPREAD THROUGH AIR SPACES (STAS)
2782,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2783,medgemma,0.715,NODAL SITE(S) EXAMINED
2784,medgemma,0.713,NUMBER OF LYMPH NODES WITH TUMOR
2785,medgemma,0.697,SPECIMEN LATERALITY
2786,medgemma,0.738,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2787,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2788,medgemma,0.711,NODAL SITE(S) WITH TUMOR
2789,medgemma,0.709,NODAL SITE(S) EXAMINED
2790,medgemma,0.778,VISCERAL PLEURA INVASION
2791,medgemma,0.698,SPECIMEN LATERALITY
2792,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2793,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2794,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2795,medgemma,0.89,TUMOR SITE
2796,medgemma,0.811,TUMOR FOCALITY
2797,medgemma,0.68,ADDITIONAL FINDINGS
2798,medgemma,0.711,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2799,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2800,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2801,medgemma,0.756,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2802,medgemma,0.818,HISTOLOGIC GRADE
2803,medgemma,0.75,PROCEDURE
2804,medgemma,0.693,NUMBER OF LYMPH NODES EXAMINED
2805,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2806,medgemma,0.89,TUMOR SITE
2807,medgemma,0.815,HISTOLOGIC GRADE
2808,medgemma,0.804,PROCEDURE
2809,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2810,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2811,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2812,medgemma,0.677,ADDITIONAL FINDINGS
2813,medgemma,0.747,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2814,medgemma,0.698,SPECIMEN LATERALITY
2815,medgemma,0.7,SPREAD THROUGH AIR SPACES (STAS)
2816,medgemma,0.78,VISCERAL PLEURA INVASION
2817,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2818,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2819,medgemma,0.811,TUMOR FOCALITY
2820,medgemma,0.702,NODAL SITE(S) EXAMINED
2821,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2822,medgemma,0.89,TUMOR SITE
2823,medgemma,0.797,HISTOLOGIC GRADE
2824,medgemma,0.775,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2825,medgemma,0.778,VISCERAL PLEURA INVASION
2826,medgemma,0.811,TUMOR FOCALITY
2827,medgemma,0.774,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2828,medgemma,0.695,NUMBER OF LYMPH NODES EXAMINED
2829,medgemma,0.698,SPECIMEN LATERALITY
2830,medgemma,0.792,PROCEDURE
2831,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2832,medgemma,0.814,ADDITIONAL FINDINGS
2833,medgemma,0.69,NODAL SITE(S) EXAMINED
2834,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2835,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2836,medgemma,0.73,LYMPHOVASCULAR INVASION
2837,medgemma,0.778,VISCERAL PLEURA INVASION
2838,medgemma,0.725,PROCEDURE
2839,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2840,medgemma,0.811,TUMOR FOCALITY
2841,medgemma,0.698,SPECIMEN LATERALITY
2842,medgemma,0.794,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2843,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2844,medgemma,0.89,TUMOR SITE
2845,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2846,medgemma,0.711,NUMBER OF LYMPH NODES EXAMINED
2847,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2848,medgemma,0.701,NODAL SITE(S) EXAMINED
2849,medgemma,0.778,HISTOLOGIC GRADE
2850,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2851,medgemma,0.82,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2852,medgemma,0.736,ADDITIONAL FINDINGS
2853,medgemma,0.697,SPECIMEN LATERALITY
2854,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2855,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2856,medgemma,0.809,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2857,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2858,medgemma,0.778,VISCERAL PLEURA INVASION
2859,medgemma,0.818,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2860,medgemma,0.746,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2861,medgemma,0.692,LYMPHOVASCULAR INVASION
2862,medgemma,0.758,PROCEDURE
2863,medgemma,0.715,NODAL SITE(S) EXAMINED
2864,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2865,medgemma,0.892,HISTOLOGIC GRADE
2866,medgemma,0.692,TUMOR FOCALITY
2867,medgemma,0.884,TUMOR SITE
2868,medgemma,0.743,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2869,medgemma,0.802,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2870,medgemma,0.89,TUMOR SITE
2871,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2872,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
2873,medgemma,0.778,VISCERAL PLEURA INVASION
2874,medgemma,0.797,HISTOLOGIC GRADE
2875,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2876,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2877,medgemma,0.697,SPECIMEN LATERALITY
2878,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2879,medgemma,0.708,TUMOR FOCALITY
2880,medgemma,0.719,NODAL SITE(S) EXAMINED
2881,medgemma,0.851,ADDITIONAL FINDINGS
2882,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2883,medgemma,0.755,PROCEDURE
2884,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2885,medgemma,0.745,LYMPHOVASCULAR INVASION
2886,medgemma,0.811,TUMOR FOCALITY
2887,medgemma,0.716,LYMPH NODE(S) FROM PRIOR PROCEDURES
2888,medgemma,0.728,NODAL SITE(S) EXAMINED
2889,medgemma,0.884,TUMOR SITE
2890,medgemma,0.784,NODAL SITE(S) WITH TUMOR
2891,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2892,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2893,medgemma,0.778,VISCERAL PLEURA INVASION
2894,medgemma,0.778,HISTOLOGIC GRADE
2895,medgemma,0.829,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2896,medgemma,0.697,SPECIMEN LATERALITY
2897,medgemma,0.761,NUMBER OF LYMPH NODES EXAMINED
2898,medgemma,0.72,NUMBER OF LYMPH NODES WITH TUMOR
2899,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2900,medgemma,0.831,PROCEDURE
2901,medgemma,0.837,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2902,medgemma,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2903,medgemma,0.89,TUMOR SITE
2904,medgemma,0.697,SPECIMEN LATERALITY
2905,medgemma,0.818,HISTOLOGIC GRADE
2906,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2907,medgemma,0.738,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2908,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2909,medgemma,0.813,PROCEDURE
2910,medgemma,0.778,VISCERAL PLEURA INVASION
2911,medgemma,0.938,ADDITIONAL FINDINGS
2912,medgemma,0.811,TUMOR FOCALITY
2913,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2914,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2915,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2916,medgemma,0.778,NODAL SITE(S) EXAMINED
2917,medgemma,0.698,SPECIMEN LATERALITY
2918,medgemma,0.798,PROCEDURE
2919,medgemma,0.837,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2920,medgemma,0.811,TUMOR FOCALITY
2921,medgemma,0.717,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2922,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2923,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2924,medgemma,0.76,NUMBER OF LYMPH NODES EXAMINED
2925,medgemma,0.778,VISCERAL PLEURA INVASION
2926,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2927,medgemma,0.741,TUMOR SITE
2928,medgemma,0.67,NODAL SITE(S) EXAMINED
2929,medgemma,0.865,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2930,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2931,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2932,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2933,medgemma,0.865,TUMOR SITE
2934,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2935,medgemma,0.697,SPECIMEN LATERALITY
2936,medgemma,0.798,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2937,medgemma,0.829,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2938,medgemma,0.827,PROCEDURE
2939,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2940,medgemma,0.716,NODAL SITE(S) EXAMINED
2941,medgemma,0.692,TUMOR FOCALITY
2942,medgemma,0.778,VISCERAL PLEURA INVASION
2943,medgemma,0.78,SPREAD THROUGH AIR SPACES (STAS)
2944,medgemma,0.892,HISTOLOGIC GRADE
2945,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2946,medgemma,0.826,HISTOLOGIC GRADE
2947,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2948,medgemma,0.828,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2949,medgemma,0.71,VISCERAL PLEURA INVASION
2950,medgemma,0.648,TNM DESCRIPTORS
2951,medgemma,0.701,NODAL SITE(S) EXAMINED
2952,medgemma,0.7,SPREAD THROUGH AIR SPACES (STAS)
2953,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2954,medgemma,0.698,SPECIMEN LATERALITY
2955,medgemma,0.865,TUMOR SITE
2956,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2957,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2958,medgemma,0.734,NUMBER OF LYMPH NODES EXAMINED
2959,medgemma,0.815,REGIONAL LYMPH NODE STATUS
2960,medgemma,0.696,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2961,medgemma,0.692,TUMOR FOCALITY
2962,medgemma,0.697,SPECIMEN LATERALITY
2963,medgemma,0.701,SPREAD THROUGH AIR SPACES (STAS)
2964,medgemma,0.716,REGIONAL LYMPH NODE STATUS
2965,medgemma,0.89,TUMOR SITE
2966,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2967,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2968,medgemma,0.692,TUMOR FOCALITY
2969,medgemma,0.778,VISCERAL PLEURA INVASION
2970,medgemma,0.82,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2971,medgemma,0.782,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2972,medgemma,0.722,NODAL SITE(S) EXAMINED
2973,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2974,medgemma,0.796,PROCEDURE
2975,medgemma,0.751,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2976,medgemma,0.811,TUMOR FOCALITY
2977,medgemma,0.823,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2978,medgemma,0.704,NODAL SITE(S) EXAMINED
2979,medgemma,0.679,SPREAD THROUGH AIR SPACES (STAS)
2980,medgemma,0.785,ADDITIONAL FINDINGS
2981,medgemma,0.698,SPECIMEN LATERALITY
2982,medgemma,0.701,NUMBER OF LYMPH NODES EXAMINED
2983,medgemma,0.788,PROCEDURE
2984,medgemma,0.879,MARGIN STATUS FOR INVASIVE CARCINOMA
2985,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2986,medgemma,0.78,REGIONAL LYMPH NODE STATUS
2987,medgemma,0.785,HISTOLOGIC GRADE
2988,medgemma,0.778,VISCERAL PLEURA INVASION
2989,medgemma,0.726,NODAL SITE(S) WITH TUMOR
2990,medgemma,0.865,TUMOR SITE
2991,medgemma,0.826,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2992,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2993,medgemma,0.753,LYMPHOVASCULAR INVASION
2994,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2995,medgemma,0.76,NODAL SITE(S) EXAMINED
2996,medgemma,0.757,ADDITIONAL FINDINGS
2997,medgemma,0.89,TUMOR SITE
2998,medgemma,0.706,NUMBER OF LYMPH NODES WITH TUMOR
2999,medgemma,0.683,LYMPH NODE(S) FROM PRIOR PROCEDURES
3000,medgemma,0.676,SPREAD THROUGH AIR SPACES (STAS)
3001,medgemma,0.717,NODAL SITE(S) WITH TUMOR
3002,medgemma,0.78,REGIONAL LYMPH NODE STATUS
3003,medgemma,0.697,SPECIMEN LATERALITY
3004,medgemma,0.743,VISCERAL PLEURA INVASION
3005,medgemma,0.705,HISTOLOGIC GRADE
3006,medgemma,0.732,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3007,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
3008,medgemma,0.717,NUMBER OF LYMPH NODES EXAMINED
3009,medgemma,0.816,PROCEDURE
3010,medgemma,0.915,TUMOR FOCALITY
3011,medgemma,0.692,LYMPHOVASCULAR INVASION
3012,medgemma,0.742,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3013,medgemma,0.72,NUMBER OF LYMPH NODES EXAMINED
3014,medgemma,0.734,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3015,medgemma,0.736,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3016,medgemma,0.698,SPECIMEN LATERALITY
3017,medgemma,0.78,VISCERAL PLEURA INVASION
3018,medgemma,0.673,TUMOR SITE
3019,medgemma,0.892,HISTOLOGIC GRADE
3020,medgemma,0.793,PROCEDURE
3021,medgemma,0.77,LYMPH NODE(S) FROM PRIOR PROCEDURES
3022,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3023,medgemma,0.712,TUMOR FOCALITY
3024,medgemma,0.815,REGIONAL LYMPH NODE STATUS
3025,medgemma,0.759,LYMPHOVASCULAR INVASION
3026,medgemma,0.67,SPREAD THROUGH AIR SPACES (STAS)
3027,medgemma,0.705,MARGIN STATUS FOR NON-INVASIVE TUMOR
3028,medgemma,0.746,NODAL SITE(S) EXAMINED
3029,medgemma,0.75,NODAL SITE(S) EXAMINED
3030,medgemma,0.89,TUMOR SITE
3031,medgemma,0.807,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3032,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3033,medgemma,0.815,REGIONAL LYMPH NODE STATUS
3034,medgemma,0.701,SPREAD THROUGH AIR SPACES (STAS)
3035,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
3036,medgemma,0.831,PROCEDURE
3037,medgemma,0.697,SPECIMEN LATERALITY
3038,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
3039,medgemma,0.804,ADDITIONAL FINDINGS
3040,medgemma,0.818,HISTOLOGIC GRADE
3041,medgemma,0.824,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3042,medgemma,0.811,TUMOR FOCALITY
3043,medgemma,0.778,VISCERAL PLEURA INVASION
3044,medgemma,0.782,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3045,medgemma,0.815,HISTOLOGIC GRADE
3046,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
3047,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
3048,medgemma,0.789,PROCEDURE
3049,medgemma,0.802,TUMOR SITE
3050,medgemma,0.714,NUMBER OF LYMPH NODES EXAMINED
3051,medgemma,0.728,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3052,medgemma,0.778,VISCERAL PLEURA INVASION
3053,medgemma,0.792,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3054,medgemma,0.811,TUMOR FOCALITY
3055,medgemma,0.829,REGIONAL LYMPH NODE STATUS
3056,medgemma,0.783,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3057,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
3058,medgemma,0.697,SPECIMEN LATERALITY
3059,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3060,medgemma,0.765,NODAL SITE(S) EXAMINED
3061,medgemma,0.728,LYMPH NODE(S) FROM PRIOR PROCEDURES
3062,medgemma,0.892,HISTOLOGIC GRADE
3063,medgemma,0.692,LYMPHOVASCULAR INVASION
3064,medgemma,0.89,TUMOR SITE
3065,medgemma,0.638,NODAL SITE(S) EXAMINED
3066,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
3067,medgemma,0.697,SPECIMEN LATERALITY
3068,medgemma,0.78,VISCERAL PLEURA INVASION
3069,medgemma,0.716,REGIONAL LYMPH NODE STATUS
3070,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3071,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3072,medgemma,0.739,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3073,medgemma,0.827,PROCEDURE
3074,medgemma,0.915,TUMOR FOCALITY
3075,medgemma,0.731,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3076,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3077,medgemma,0.887,TUMOR SITE
3078,medgemma,0.798,PROCEDURE
3079,medgemma,0.72,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3080,medgemma,0.641,NODAL SITE(S) EXAMINED
3081,medgemma,0.716,REGIONAL LYMPH NODE STATUS
3082,medgemma,0.778,HISTOLOGIC GRADE
3083,medgemma,0.696,NUMBER OF LYMPH NODES EXAMINED
3084,medgemma,0.712,TUMOR FOCALITY
3085,medgemma,0.825,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3086,medgemma,0.705,MARGIN STATUS FOR NON-INVASIVE TUMOR
3087,medgemma,0.697,SPECIMEN LATERALITY
3088,medgemma,0.7,VISCERAL PLEURA INVASION
3089,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
3090,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3091,medgemma,0.78,REGIONAL LYMPH NODE STATUS
3092,medgemma,0.89,TUMOR SITE
3093,medgemma,0.818,HISTOLOGIC GRADE
3094,medgemma,0.82,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3095,medgemma,0.692,TUMOR FOCALITY
3096,medgemma,0.698,SPECIMEN LATERALITY
3097,medgemma,0.681,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3098,medgemma,0.765,PROCEDURE
3099,medgemma,0.709,NUMBER OF LYMPH NODES EXAMINED
3100,medgemma,0.77,LYMPH NODE(S) FROM PRIOR PROCEDURES
3101,medgemma,0.7,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3102,medgemma,0.713,NUMBER OF LYMPH NODES WITH TUMOR
3103,medgemma,0.701,NODAL SITE(S) EXAMINED
3104,medgemma,0.778,VISCERAL PLEURA INVASION
3105,medgemma,0.698,NODAL SITE(S) WITH TUMOR
3106,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
3107,medgemma,0.7,ADDITIONAL FINDINGS
3108,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3109,medgemma,0.718,SPREAD THROUGH AIR SPACES (STAS)
3110,medgemma,0.727,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3111,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3112,medgemma,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
3113,medgemma,0.89,TUMOR SITE
3114,medgemma,0.892,HISTOLOGIC GRADE
3115,medgemma,0.767,NODAL SITE(S) WITH TUMOR
3116,medgemma,0.811,TUMOR FOCALITY
3117,medgemma,0.725,NODAL SITE(S) EXAMINED
3118,medgemma,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
3119,medgemma,0.78,REGIONAL LYMPH NODE STATUS
3120,medgemma,0.778,VISCERAL PLEURA INVASION
3121,medgemma,0.702,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3122,medgemma,0.788,PROCEDURE
3123,medgemma,0.72,NUMBER OF LYMPH NODES WITH TUMOR
3124,medgemma,0.697,SPECIMEN LATERALITY
3125,medgemma,0.788,PROCEDURE
3126,medgemma,0.693,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3127,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
3128,medgemma,0.697,SPECIMEN LATERALITY
3129,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3130,medgemma,0.753,NODAL SITE(S) EXAMINED
3131,medgemma,0.681,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3132,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3133,medgemma,0.811,TUMOR FOCALITY
3134,medgemma,0.865,TUMOR SITE
3135,medgemma,0.797,HISTOLOGIC GRADE
3136,medgemma,0.693,NUMBER OF LYMPH NODES EXAMINED
3137,medgemma,0.815,REGIONAL LYMPH NODE STATUS
3138,medgemma,0.778,VISCERAL PLEURA INVASION
3139,medgemma,0.683,LYMPH NODE(S) FROM PRIOR PROCEDURES
3140,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
3141,medgemma,0.78,REGIONAL LYMPH NODE STATUS
3142,medgemma,0.776,NODAL SITE(S) EXAMINED
3143,medgemma,0.796,PROCEDURE
3144,medgemma,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
3145,medgemma,0.78,VISCERAL PLEURA INVASION
3146,medgemma,0.72,NUMBER OF LYMPH NODES WITH TUMOR
3147,medgemma,0.892,HISTOLOGIC GRADE
3148,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
3149,medgemma,0.89,TUMOR SITE
3150,medgemma,0.697,SPECIMEN LATERALITY
3151,medgemma,0.803,NODAL SITE(S) WITH TUMOR
3152,medgemma,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
3153,medgemma,0.82,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
3154,medgemma,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3155,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
3156,medgemma,0.811,TUMOR FOCALITY
3157,medgemma,0.788,PROCEDURE
3158,medgemma,0.888,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
3159,medgemma,0.811,TUMOR FOCALITY
3160,medgemma,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
3161,medgemma,0.711,NUMBER OF LYMPH NODES EXAMINED
3162,medgemma,0.778,SPREAD THROUGH AIR SPACES (STAS)
3163,medgemma,0.865,TUMOR SITE
3164,medgemma,0.78,REGIONAL LYMPH NODE STATUS
3165,medgemma,0.737,NODAL SITE(S) WITH TUMOR
3166,medgemma,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
